previous,current,gap_minutes,previous_date,current_date,previous_year,current_year,previous_month,current_month,previous_weekday,current_weekday,previous_minute,current_minute,previous_open,previous_high,previous_low,previous_close,current_open,current_high,current_low,current_close,family_id,previous_clock,current_clock,anchor_previous_clock,anchor_current_clock,previous_clock_shift_minutes,current_clock_shift_minutes
2024-02-18 23:58:00,2024-02-19 00:00:00,2.0,2024-02-18,2024-02-19,2024,2024,2,2,Sunday,Monday,1438,0,2011.084,2012.576,2009.543,2010.6,2012.793,2018.413,2009.184,2014.192,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-02-19 23:58:00,2024-02-20 00:00:00,2.0,2024-02-19,2024-02-20,2024,2024,2,2,Monday,Tuesday,1438,0,2015.924,2016.213,2015.875,2016.206,2015.981,2016.239,2015.981,2016.23,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-02-20 21:56:00,2024-02-20 23:01:00,65.0,2024-02-20,2024-02-20,2024,2024,2,2,Tuesday,Tuesday,1316,1381,2023.913,2024.119,2023.911,2024.074,2023.834,2023.834,2023.634,2023.69,P33_C39_D64,21:56,23:01,21:57,23:01,-1,0
2024-02-20 23:58:00,2024-02-21 00:00:00,2.0,2024-02-20,2024-02-21,2024,2024,2,2,Tuesday,Wednesday,1438,0,2024.131,2024.131,2024.081,2024.128,2024.048,2024.219,2023.585,2023.6,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-02-21 21:56:00,2024-02-21 23:01:00,65.0,2024-02-21,2024-02-21,2024,2024,2,2,Wednesday,Wednesday,1316,1381,2025.737,2025.945,2025.635,2025.945,2025.567,2025.667,2025.363,2025.441,P33_C39_D64,21:56,23:01,21:57,23:01,-1,0
2024-02-21 23:58:00,2024-02-22 00:00:00,2.0,2024-02-21,2024-02-22,2024,2024,2,2,Wednesday,Thursday,1438,0,2025.692,2026.019,2025.432,2025.566,2025.483,2025.698,2025.42,2025.549,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-02-22 21:56:00,2024-02-22 23:01:00,65.0,2024-02-22,2024-02-22,2024,2024,2,2,Thursday,Thursday,1316,1381,2024.42,2024.704,2024.404,2024.704,2024.154,2024.188,2023.928,2023.928,P33_C39_D64,21:56,23:01,21:57,23:01,-1,0
2024-02-22 23:58:00,2024-02-23 00:00:00,2.0,2024-02-22,2024-02-23,2024,2024,2,2,Thursday,Friday,1438,0,2024.709,2024.709,2024.567,2024.681,2024.524,2024.946,2024.524,2024.899,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-02-25 23:58:00,2024-02-26 00:00:00,2.0,2024-02-25,2024-02-26,2024,2024,2,2,Sunday,Monday,1438,0,2034.238,2034.359,2034.149,2034.224,2033.996,2034.105,2033.512,2033.594,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-02-26 21:56:00,2024-02-26 23:01:00,65.0,2024-02-26,2024-02-26,2024,2024,2,2,Monday,Monday,1316,1381,2031.143,2031.225,2030.999,2031.207,2031.052,2031.052,2030.477,2030.685,P33_C39_D64,21:56,23:01,21:57,23:01,-1,0
2024-02-26 23:58:00,2024-02-27 00:00:00,2.0,2024-02-26,2024-02-27,2024,2024,2,2,Monday,Tuesday,1438,0,2031.142,2031.165,2030.969,2031.073,2030.986,2031.826,2030.986,2031.826,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-02-27 21:56:00,2024-02-27 23:01:00,65.0,2024-02-27,2024-02-27,2024,2024,2,2,Tuesday,Tuesday,1316,1381,2030.267,2030.399,2030.139,2030.387,2030.074,2030.355,2030.042,2030.103,P33_C39_D64,21:56,23:01,21:57,23:01,-1,0
2024-02-27 23:58:00,2024-02-28 00:00:00,2.0,2024-02-27,2024-02-28,2024,2024,2,2,Tuesday,Wednesday,1438,0,2030.126,2030.15,2030.034,2030.09,2029.968,2030.131,2029.605,2029.683,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-02-28 21:56:00,2024-02-28 23:01:00,65.0,2024-02-28,2024-02-28,2024,2024,2,2,Wednesday,Wednesday,1316,1381,2035.144,2035.205,2033.401,2033.845,2034.519,2035.064,2034.395,2034.715,P33_C39_D64,21:56,23:01,21:57,23:01,-1,0
2024-02-28 23:58:00,2024-02-29 00:00:00,2.0,2024-02-28,2024-02-29,2024,2024,2,2,Wednesday,Thursday,1438,0,2034.33,2034.452,2034.3,2034.303,2034.378,2034.727,2034.378,2034.561,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-02-29 21:56:00,2024-02-29 23:01:00,65.0,2024-02-29,2024-02-29,2024,2024,2,2,Thursday,Thursday,1316,1381,2043.552,2043.761,2043.552,2043.74,2043.955,2044.148,2043.69,2043.69,P33_C39_D64,21:56,23:01,21:57,23:01,-1,0
2024-02-29 23:58:00,2024-03-01 00:00:00,2.0,2024-02-29,2024-03-01,2024,2024,2,3,Thursday,Friday,1438,0,2043.79,2044.01,2043.79,2043.98,2044.068,2044.222,2043.853,2043.958,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-03-03 23:58:00,2024-03-04 00:00:00,2.0,2024-03-03,2024-03-04,2024,2024,3,3,Sunday,Monday,1438,0,2083.411,2083.44,2083.292,2083.44,2083.593,2083.674,2083.131,2083.146,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-03-04 21:56:00,2024-03-04 23:01:00,65.0,2024-03-04,2024-03-04,2024,2024,3,3,Monday,Monday,1316,1381,2114.521,2114.633,2114.318,2114.412,2114.101,2114.101,2113.702,2113.963,P33_C39_D64,21:56,23:01,21:57,23:01,-1,0
2024-03-04 23:58:00,2024-03-05 00:00:00,2.0,2024-03-04,2024-03-05,2024,2024,3,3,Monday,Tuesday,1438,0,2114.47,2114.552,2114.217,2114.48,2114.34,2115.033,2114.191,2114.854,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-03-05 21:56:00,2024-03-05 23:01:00,65.0,2024-03-05,2024-03-05,2024,2024,3,3,Tuesday,Tuesday,1316,1381,2127.808,2127.928,2127.692,2127.86,2127.461,2127.599,2127.327,2127.448,P33_C39_D64,21:56,23:01,21:57,23:01,-1,0
2024-03-05 23:58:00,2024-03-06 00:00:00,2.0,2024-03-05,2024-03-06,2024,2024,3,3,Tuesday,Wednesday,1438,0,2128.172,2128.293,2128.042,2128.16,2127.777,2128.105,2127.476,2127.522,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-03-06 21:56:00,2024-03-06 23:01:00,65.0,2024-03-06,2024-03-06,2024,2024,3,3,Wednesday,Wednesday,1316,1381,2148.275,2148.374,2147.998,2148.071,2147.824,2148.102,2147.43,2147.514,P33_C39_D64,21:56,23:01,21:57,23:01,-1,0
2024-03-06 23:58:00,2024-03-07 00:00:00,2.0,2024-03-06,2024-03-07,2024,2024,3,3,Wednesday,Thursday,1438,0,2147.363,2147.363,2146.912,2147.192,2146.85,2147.674,2146.85,2147.561,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-03-07 21:56:00,2024-03-07 23:01:00,65.0,2024-03-07,2024-03-07,2024,2024,3,3,Thursday,Thursday,1316,1381,2159.555,2159.609,2159.448,2159.569,2158.643,2158.875,2158.643,2158.822,P33_C39_D64,21:56,23:01,21:57,23:01,-1,0
2024-03-07 23:58:00,2024-03-08 00:00:00,2.0,2024-03-07,2024-03-08,2024,2024,3,3,Thursday,Friday,1438,0,2160.871,2161.478,2160.871,2161.478,2161.641,2162.136,2161.092,2161.373,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-03-11 20:56:00,2024-03-11 22:01:00,65.0,2024-03-11,2024-03-11,2024,2024,3,3,Monday,Monday,1256,1321,2182.671,2182.71,2182.6,2182.688,2181.477,2181.724,2181.477,2181.677,P30_C35_D64,20:56,22:01,20:57,22:01,-1,0
2024-03-11 23:58:00,2024-03-12 00:00:00,2.0,2024-03-11,2024-03-12,2024,2024,3,3,Monday,Tuesday,1438,0,2183.669,2183.673,2183.477,2183.552,2183.551,2184.016,2183.551,2183.98,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-03-12 20:56:00,2024-03-12 22:01:00,65.0,2024-03-12,2024-03-12,2024,2024,3,3,Tuesday,Tuesday,1256,1321,2158.887,2158.887,2158.422,2158.46,2158.076,2158.314,2157.993,2158.224,P30_C35_D64,20:56,22:01,20:57,22:01,-1,0
2024-03-12 23:58:00,2024-03-13 00:00:00,2.0,2024-03-12,2024-03-13,2024,2024,3,3,Tuesday,Wednesday,1438,0,2157.094,2157.103,2156.823,2156.912,2156.907,2157.064,2156.656,2156.815,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-03-13 20:56:00,2024-03-13 22:01:00,65.0,2024-03-13,2024-03-13,2024,2024,3,3,Wednesday,Wednesday,1256,1321,2174.335,2174.568,2174.247,2174.568,2174.128,2174.48,2173.521,2173.652,P30_C35_D64,20:56,22:01,20:57,22:01,-1,0
2024-03-13 23:58:00,2024-03-14 00:00:00,2.0,2024-03-13,2024-03-14,2024,2024,3,3,Wednesday,Thursday,1438,0,2175.288,2175.427,2175.247,2175.362,2175.448,2175.544,2175.349,2175.519,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-03-14 20:57:00,2024-03-14 22:01:00,64.0,2024-03-14,2024-03-14,2024,2024,3,3,Thursday,Thursday,1257,1321,2161.841,2162.232,2161.841,2162.232,2161.673,2161.673,2161.144,2161.583,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-03-17 23:58:00,2024-03-18 00:00:00,2.0,2024-03-17,2024-03-18,2024,2024,3,3,Sunday,Monday,1438,0,2156.368,2156.535,2156.368,2156.514,2156.472,2156.532,2156.136,2156.306,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-03-18 20:56:00,2024-03-18 22:01:00,65.0,2024-03-18,2024-03-18,2024,2024,3,3,Monday,Monday,1256,1321,2160.103,2160.194,2159.997,2160.055,2160.108,2160.108,2159.582,2159.605,P30_C35_D64,20:56,22:01,20:57,22:01,-1,0
2024-03-18 23:58:00,2024-03-19 00:00:00,2.0,2024-03-18,2024-03-19,2024,2024,3,3,Monday,Tuesday,1438,0,2161.7,2161.7,2161.577,2161.65,2162.053,2162.665,2162.044,2162.148,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-03-19 20:56:00,2024-03-19 22:01:00,65.0,2024-03-19,2024-03-19,2024,2024,3,3,Tuesday,Tuesday,1256,1321,2157.563,2157.563,2157.552,2157.557,2157.657,2157.657,2157.149,2157.193,P30_C35_D64,20:56,22:01,20:57,22:01,-1,0
2024-03-19 23:58:00,2024-03-20 00:00:00,2.0,2024-03-19,2024-03-20,2024,2024,3,3,Tuesday,Wednesday,1438,0,2157.215,2157.227,2157.006,2157.01,2157.052,2157.174,2156.988,2157.133,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-03-20 20:56:00,2024-03-20 22:01:00,65.0,2024-03-20,2024-03-20,2024,2024,3,3,Wednesday,Wednesday,1256,1321,2185.516,2185.934,2185.382,2185.934,2186.401,2187.178,2186.287,2186.533,P30_C35_D64,20:56,22:01,20:57,22:01,-1,0
2024-03-20 23:58:00,2024-03-21 00:00:00,2.0,2024-03-20,2024-03-21,2024,2024,3,3,Wednesday,Thursday,1438,0,2203.8,2204.043,2203.499,2203.501,2203.969,2203.969,2201.256,2201.525,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-03-21 20:56:00,2024-03-21 22:01:00,65.0,2024-03-21,2024-03-21,2024,2024,3,3,Thursday,Thursday,1256,1321,2180.975,2181.116,2180.835,2180.851,2180.84,2180.84,2180.501,2180.534,P30_C35_D64,20:56,22:01,20:57,22:01,-1,0
2024-03-21 23:58:00,2024-03-22 00:00:00,2.0,2024-03-21,2024-03-22,2024,2024,3,3,Thursday,Friday,1438,0,2181.53,2181.628,2181.41,2181.491,2181.676,2181.718,2181.309,2181.639,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-03-25 20:57:00,2024-03-25 22:01:00,64.0,2024-03-25,2024-03-25,2024,2024,3,3,Monday,Monday,1257,1321,2171.344,2171.543,2171.278,2171.311,2171.673,2171.703,2171.328,2171.328,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-03-26 20:56:00,2024-03-26 22:01:00,65.0,2024-03-26,2024-03-26,2024,2024,3,3,Tuesday,Tuesday,1256,1321,2178.056,2178.056,2177.827,2177.828,2177.304,2177.304,2176.658,2177.115,P30_C35_D64,20:56,22:01,20:57,22:01,-1,0
2024-03-26 23:58:00,2024-03-27 00:00:00,2.0,2024-03-26,2024-03-27,2024,2024,3,3,Tuesday,Wednesday,1438,0,2179.579,2179.579,2179.248,2179.467,2179.462,2179.753,2179.374,2179.472,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-03-27 20:56:00,2024-03-27 22:01:00,65.0,2024-03-27,2024-03-27,2024,2024,3,3,Wednesday,Wednesday,1256,1321,2194.676,2194.729,2194.638,2194.655,2192.252,2193.479,2191.188,2192.536,P30_C35_D64,20:56,22:01,20:57,22:01,-1,0
2024-03-27 23:58:00,2024-03-28 00:00:00,2.0,2024-03-27,2024-03-28,2024,2024,3,3,Wednesday,Thursday,1438,0,2190.821,2191.037,2190.821,2190.969,2190.723,2190.879,2190.297,2190.297,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-03-31 23:58:00,2024-04-01 00:00:00,2.0,2024-03-31,2024-04-01,2024,2024,3,4,Sunday,Monday,1438,0,2245.288,2245.36,2244.606,2244.927,2245.956,2246.743,2243.822,2244.312,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-04-01 20:56:00,2024-04-01 22:01:00,65.0,2024-04-01,2024-04-01,2024,2024,4,4,Monday,Monday,1256,1321,2250.476,2250.599,2250.231,2250.559,2250.65,2250.765,2250.41,2250.422,P30_C35_D64,20:56,22:01,20:57,22:01,-1,0
2024-04-01 23:58:00,2024-04-02 00:00:00,2.0,2024-04-01,2024-04-02,2024,2024,4,4,Monday,Tuesday,1438,0,2249.243,2249.349,2248.642,2248.941,2248.968,2249.43,2248.547,2248.625,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-04-02 20:56:00,2024-04-02 22:01:00,65.0,2024-04-02,2024-04-02,2024,2024,4,4,Tuesday,Tuesday,1256,1321,2279.635,2280.257,2279.635,2280.244,2280.449,2280.449,2279.325,2279.349,P30_C35_D64,20:56,22:01,20:57,22:01,-1,0
2024-04-02 23:58:00,2024-04-03 00:00:00,2.0,2024-04-02,2024-04-03,2024,2024,4,4,Tuesday,Wednesday,1438,0,2279.873,2280.209,2279.588,2280.205,2279.886,2280.933,2279.506,2280.933,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-04-03 20:56:00,2024-04-03 22:01:00,65.0,2024-04-03,2024-04-03,2024,2024,4,4,Wednesday,Wednesday,1256,1321,2300.195,2300.206,2299.78,2299.788,2299.353,2299.56,2298.836,2298.959,P30_C35_D64,20:56,22:01,20:57,22:01,-1,0
2024-04-03 23:58:00,2024-04-04 00:00:00,2.0,2024-04-03,2024-04-04,2024,2024,4,4,Wednesday,Thursday,1438,0,2297.549,2297.697,2297.159,2297.447,2297.497,2298.529,2297.229,2298.455,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-04-04 20:56:00,2024-04-04 22:01:00,65.0,2024-04-04,2024-04-04,2024,2024,4,4,Thursday,Thursday,1256,1321,2290.905,2290.905,2290.529,2290.628,2290.979,2291.338,2290.699,2291.122,P30_C35_D64,20:56,22:01,20:57,22:01,-1,0
2024-04-04 23:58:00,2024-04-05 00:00:00,2.0,2024-04-04,2024-04-05,2024,2024,4,4,Thursday,Friday,1438,0,2288.909,2289.206,2288.772,2288.89,2288.702,2289.607,2288.611,2289.414,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-04-07 23:58:00,2024-04-08 00:00:00,2.0,2024-04-07,2024-04-08,2024,2024,4,4,Sunday,Monday,1438,0,2312.232,2312.825,2311.469,2311.647,2311.297,2311.869,2309.337,2309.551,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-04-08 20:56:00,2024-04-08 22:01:00,65.0,2024-04-08,2024-04-08,2024,2024,4,4,Monday,Monday,1256,1321,2338.833,2339.121,2338.833,2339.019,2337.359,2337.65,2336.795,2336.867,P30_C35_D64,20:56,22:01,20:57,22:01,-1,0
2024-04-08 23:58:00,2024-04-09 00:00:00,2.0,2024-04-08,2024-04-09,2024,2024,4,4,Monday,Tuesday,1438,0,2338.58,2338.814,2338.425,2338.789,2338.782,2339.321,2338.524,2339.321,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-04-09 20:56:00,2024-04-09 22:01:00,65.0,2024-04-09,2024-04-09,2024,2024,4,4,Tuesday,Tuesday,1256,1321,2352.78,2353.014,2352.78,2352.802,2352.551,2352.651,2352.324,2352.399,P30_C35_D64,20:56,22:01,20:57,22:01,-1,0
2024-04-09 23:58:00,2024-04-10 00:00:00,2.0,2024-04-09,2024-04-10,2024,2024,4,4,Tuesday,Wednesday,1438,0,2354.528,2354.933,2354.528,2354.778,2354.908,2354.975,2354.379,2354.837,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-04-10 20:56:00,2024-04-10 22:01:00,65.0,2024-04-10,2024-04-10,2024,2024,4,4,Wednesday,Wednesday,1256,1321,2331.962,2332.771,2331.962,2332.73,2333.597,2333.963,2333.451,2333.938,P30_C35_D64,20:56,22:01,20:57,22:01,-1,0
2024-04-10 23:58:00,2024-04-11 00:00:00,2.0,2024-04-10,2024-04-11,2024,2024,4,4,Wednesday,Thursday,1438,0,2335.01,2335.532,2335.01,2335.429,2335.489,2335.678,2334.223,2334.373,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-04-11 20:56:00,2024-04-11 22:01:00,65.0,2024-04-11,2024-04-11,2024,2024,4,4,Thursday,Thursday,1256,1321,2374.88,2375.084,2373.251,2373.251,2371.543,2372.134,2371.287,2372.134,P30_C35_D64,20:56,22:01,20:57,22:01,-1,0
2024-04-11 23:58:00,2024-04-12 00:00:00,2.0,2024-04-11,2024-04-12,2024,2024,4,4,Thursday,Friday,1438,0,2376.463,2377.001,2376.346,2377.001,2376.787,2377.034,2375.457,2375.722,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-04-14 23:58:00,2024-04-15 00:00:00,2.0,2024-04-14,2024-04-15,2024,2024,4,4,Sunday,Monday,1438,0,2363.527,2364.838,2363.377,2364.486,2364.446,2365.995,2363.472,2363.662,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-04-15 20:56:00,2024-04-15 22:01:00,65.0,2024-04-15,2024-04-15,2024,2024,4,4,Monday,Monday,1256,1321,2382.781,2382.944,2382.521,2382.778,2380.8,2381.957,2380.686,2381.739,P30_C35_D64,20:56,22:01,20:57,22:01,-1,0
2024-04-15 23:58:00,2024-04-16 00:00:00,2.0,2024-04-15,2024-04-16,2024,2024,4,4,Monday,Tuesday,1438,0,2382.39,2382.566,2381.77,2381.833,2381.896,2381.896,2380.636,2380.636,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-04-16 20:56:00,2024-04-16 22:01:00,65.0,2024-04-16,2024-04-16,2024,2024,4,4,Tuesday,Tuesday,1256,1321,2381.241,2382.361,2380.983,2382.206,2382.746,2383.154,2382.692,2382.708,P30_C35_D64,20:56,22:01,20:57,22:01,-1,0
2024-04-16 23:58:00,2024-04-17 00:00:00,2.0,2024-04-16,2024-04-17,2024,2024,4,4,Tuesday,Wednesday,1438,0,2383.518,2383.537,2382.662,2382.843,2382.703,2383.399,2382.034,2382.382,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-04-17 20:56:00,2024-04-17 22:01:00,65.0,2024-04-17,2024-04-17,2024,2024,4,4,Wednesday,Wednesday,1256,1321,2361.67,2362.533,2360.892,2360.924,2363.478,2364.418,2363.478,2364.294,P30_C35_D64,20:56,22:01,20:57,22:01,-1,0
2024-04-17 23:58:00,2024-04-18 00:00:00,2.0,2024-04-17,2024-04-18,2024,2024,4,4,Wednesday,Thursday,1438,0,2367.411,2367.84,2367.378,2367.84,2367.837,2368.99,2367.837,2368.555,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-04-18 20:56:00,2024-04-18 22:01:00,65.0,2024-04-18,2024-04-18,2024,2024,4,4,Thursday,Thursday,1256,1321,2377.41,2377.453,2377.323,2377.45,2378.459,2378.578,2378.043,2378.477,P30_C35_D64,20:56,22:01,20:57,22:01,-1,0
2024-04-18 23:58:00,2024-04-19 00:00:00,2.0,2024-04-18,2024-04-19,2024,2024,4,4,Thursday,Friday,1438,0,2380.28,2380.281,2379.948,2380.003,2379.867,2379.867,2378.664,2378.664,P41_C1_D2,23:58,00:00,23:58,00:00,0,0
2024-04-22 20:57:00,2024-04-22 22:01:00,64.0,2024-04-22,2024-04-22,2024,2024,4,4,Monday,Monday,1257,1321,2325.356,2326.68,2325.319,2326.498,2329.07,2329.34,2328.733,2328.99,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-04-23 20:57:00,2024-04-23 22:01:00,64.0,2024-04-23,2024-04-23,2024,2024,4,4,Tuesday,Tuesday,1257,1321,2321.844,2321.973,2321.798,2321.929,2322.08,2322.08,2321.388,2321.661,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-04-24 20:57:00,2024-04-24 22:01:00,64.0,2024-04-24,2024-04-24,2024,2024,4,4,Wednesday,Wednesday,1257,1321,2315.831,2315.847,2315.723,2315.786,2315.996,2316.115,2315.057,2315.841,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-04-25 20:57:00,2024-04-25 22:01:00,64.0,2024-04-25,2024-04-25,2024,2024,4,4,Thursday,Thursday,1257,1321,2331.9,2332.149,2331.825,2331.927,2331.959,2332.387,2331.356,2332.125,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-04-29 20:57:00,2024-04-29 22:01:00,64.0,2024-04-29,2024-04-29,2024,2024,4,4,Monday,Monday,1257,1321,2335.744,2335.845,2335.164,2335.197,2334.576,2335.252,2334.273,2334.745,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-04-30 20:57:00,2024-04-30 22:01:00,64.0,2024-04-30,2024-04-30,2024,2024,4,4,Tuesday,Tuesday,1257,1321,2285.058,2285.477,2285.051,2285.328,2287.354,2287.354,2287.021,2287.097,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-05-01 20:57:00,2024-05-01 22:01:00,64.0,2024-05-01,2024-05-01,2024,2024,5,5,Wednesday,Wednesday,1257,1321,2317.289,2317.84,2317.289,2317.703,2319.51,2319.605,2317.551,2318.567,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-05-02 20:57:00,2024-05-02 22:01:00,64.0,2024-05-02,2024-05-02,2024,2024,5,5,Thursday,Thursday,1257,1321,2303.381,2303.999,2303.342,2303.904,2303.709,2304.152,2303.634,2304.152,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-05-06 20:57:00,2024-05-06 22:01:00,64.0,2024-05-06,2024-05-06,2024,2024,5,5,Monday,Monday,1257,1321,2324.133,2324.138,2323.804,2323.942,2324.803,2324.974,2324.345,2324.881,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-05-07 20:57:00,2024-05-07 22:01:00,64.0,2024-05-07,2024-05-07,2024,2024,5,5,Tuesday,Tuesday,1257,1321,2313.879,2314.239,2313.879,2314.015,2314.11,2314.355,2313.863,2314.355,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-05-08 20:57:00,2024-05-08 22:01:00,64.0,2024-05-08,2024-05-08,2024,2024,5,5,Wednesday,Wednesday,1257,1321,2308.883,2309.027,2308.682,2308.766,2308.448,2309.606,2308.331,2309.214,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-05-09 20:57:00,2024-05-09 22:01:00,64.0,2024-05-09,2024-05-09,2024,2024,5,5,Thursday,Thursday,1257,1321,2346.083,2346.351,2345.353,2345.438,2346.033,2346.082,2345.635,2346.017,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-05-13 20:57:00,2024-05-13 22:01:00,64.0,2024-05-13,2024-05-13,2024,2024,5,5,Monday,Monday,1257,1321,2336.667,2336.683,2335.733,2336.006,2336.444,2337.011,2336.321,2336.812,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-05-14 20:57:00,2024-05-14 22:01:00,64.0,2024-05-14,2024-05-14,2024,2024,5,5,Tuesday,Tuesday,1257,1321,2357.934,2358.383,2357.928,2358.247,2357.052,2357.746,2357.052,2357.627,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-05-15 20:57:00,2024-05-15 22:01:00,64.0,2024-05-15,2024-05-15,2024,2024,5,5,Wednesday,Wednesday,1257,1321,2386.185,2386.687,2386.073,2386.45,2385.385,2386.655,2385.385,2386.649,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-05-16 20:57:00,2024-05-16 22:01:00,64.0,2024-05-16,2024-05-16,2024,2024,5,5,Thursday,Thursday,1257,1321,2376.678,2376.771,2376.577,2376.607,2377.55,2377.94,2377.534,2377.865,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-05-20 20:57:00,2024-05-20 22:01:00,64.0,2024-05-20,2024-05-20,2024,2024,5,5,Monday,Monday,1257,1321,2425.26,2425.304,2425.092,2425.263,2427.371,2427.537,2426.444,2426.474,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-05-21 20:57:00,2024-05-21 22:01:00,64.0,2024-05-21,2024-05-21,2024,2024,5,5,Tuesday,Tuesday,1257,1321,2420.824,2420.934,2420.659,2420.747,2420.73,2421.043,2420.591,2420.871,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-05-22 20:57:00,2024-05-22 22:01:00,64.0,2024-05-22,2024-05-22,2024,2024,5,5,Wednesday,Wednesday,1257,1321,2378.022,2378.593,2377.958,2378.556,2378.371,2379.356,2378.185,2378.68,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-05-23 20:57:00,2024-05-23 22:01:00,64.0,2024-05-23,2024-05-23,2024,2024,5,5,Thursday,Thursday,1257,1321,2328.497,2328.497,2328.05,2328.366,2328.61,2329.216,2328.434,2329.216,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-05-28 20:57:00,2024-05-28 22:01:00,64.0,2024-05-28,2024-05-28,2024,2024,5,5,Tuesday,Tuesday,1257,1321,2361.074,2361.241,2361.017,2361.241,2362.288,2362.288,2361.098,2361.098,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-05-29 20:57:00,2024-05-29 22:01:00,64.0,2024-05-29,2024-05-29,2024,2024,5,5,Wednesday,Wednesday,1257,1321,2338.212,2338.544,2338.166,2338.409,2337.919,2338.247,2337.429,2337.889,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-05-30 20:57:00,2024-05-30 22:01:00,64.0,2024-05-30,2024-05-30,2024,2024,5,5,Thursday,Thursday,1257,1321,2342.965,2343.174,2342.607,2343.147,2343.994,2344.261,2343.287,2343.669,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-06-03 20:57:00,2024-06-03 22:01:00,64.0,2024-06-03,2024-06-03,2024,2024,6,6,Monday,Monday,1257,1321,2350.587,2350.97,2350.48,2350.814,2351.66,2351.811,2350.879,2350.879,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
2024-06-04 20:57:00,2024-06-04 22:01:00,64.0,2024-06-04,2024-06-04,2024,2024,6,6,Tuesday,Tuesday,1257,1321,2326.917,2327.453,2326.756,2327.057,2327.609,2327.761,2327.295,2327.663,P30_C35_D64,20:57,22:01,20:57,22:01,0,0
